"status","label","ngram forms",,
"w","vcsels"," vcsel *** vcsels",,
"w","vector spaces","vector spaces",,
"w","vehicle","vehicle",,
"w","vehicular ad-hoc networks","vehicular ad-hoc networks",,
"w","vehicular communications","vehicular communications",,
"w","verbal and nonverbal communication","verbal and nonverbal communication",,
"w","verifiability","verifiability",,
"w","verification","verification",,
"w","verification and validation","verification and validation",,
"w","verification and validation of service compositions","verification and validation of service compositions",,
"w","vestibular system","vestibular system",,
"w","viability","viability",,
"w","video","video",,
"w","video access and retrieval","video access and retrieval",,
"w","video annotation","video annotation",,
"w","video coding","video coding",,
"w","video communications","video communications",,
"w","video games","video games",,
"w","video on demand","video on demand",,
"w","video processing","video processing",,
"w","video semantics","video semantics",,
"w","video streaming","video streaming",,
"w","video surveillance","video surveillance",,
"w","videoconferencing","videoconferencing",,
"w","viral","viral",,
"w","virtual","virtual",,
"w","virtual artefact","virtual artefact",,
"w","virtual clothing","virtual clothing",,
"w","virtual collaborative kitchen","virtual collaborative kitchen",,
"w","virtual communities","virtual communities",,
"w","virtual companions","virtual companions",,
"w","virtual dressing room","virtual dressing room",,
"w","virtual environment setup","virtual environment setup",,
"w","virtual environments","virtual environments *** virtual environment",,
"w","virtual machines","virtual machines",,
"w","virtual physiome","virtual physiome",,
"w","virtual plaftform for monolithic integration","virtual plaftform for monolithic integration",,
"w","virtual prototyping","virtual prototyping",,
"w","virtual reality"," virtual realities *** virtual reality",,
"w","virtual reality and multimedia","virtual reality and multimedia",,
"w","virtual research environment","virtual research environment",,
"w","virtual worlds","virtual worlds",,
"w","virtuality","virtuality",,
"w","virtualization"," virtualisation *** virtualization",,
"w","vision sensors"," vision sensor *** vision sensors",,
"w","vision system","vision system",,
"w","visual","visual",,
"w","visual aid devices","visual aid devices",,
"w","visual analytics","visual analytics",,
"w","visual cognition","visual cognition",,
"w","visual computing","visual computing",,
"w","visual cortex","visual cortex",,
"w","visual impaired persons","visual impaired persons",,
"w","visual interface devices","visual interface devices",,
"w","visual object recognition","visual object recognition",,
"w","visual perception","visual perception",,
"w","visual processing devices","visual processing devices",,
"w","visual signal processing","visual signal processing",,
"w","visual slam","visual slam",,
"w","visual-analytics","visual-analytics",,
"w","visualization","visualisation *** visualization",,
"w","visually impaired","visually impaired",,
"w","vital infrastructure management","vital infrastructure management",,
"w","vividness","vividness",,
"w","voc","voc",,
"w","vocal imitation","vocal imitation",,
"w","vocal tract","vocal tract",,
"w","voice classification","voice classification",,
"w","voice management","voice management",,
"w","voice processing","voice processing",,
"w","voice production","voice production",,
"w","volatiles detection","volatiles detection",,
"w","volunteer contribution","volunteer contribution",,
"w","vr","vr",,
"w","vulnerability","vulnerability",,
"w","vulnerable individuals","vulnerable individuals",,
"w","walking interfaces","walking interfaces",,
"w","walking simulation","walking simulation",,
"w","warehousing","warehousing",,
"w","water resources management","water resources management",,
"w","water velocity sensors","water velocity sensors",,
"w","wave turbulence","wave turbulence",,
"w","waveguides"," waveguide *** waveguides",,
"w","wavelength conversion","wavelength conversion",,
"w","wavevector domain","wavevector domain",,
"w","weak measurement","weak measurement",,
"w","wearable","wearable",,
"w","wearable computing","wearable computing",,
"w","wearable devices","wearable devices",,
"w","wearable devices for brain interface and neurofeedback","wearable devices for brain interface and neurofeedback",,
"w","wearable robots","wearable robots",,
"w","wearable sensors","wearable sensors",,
"w","wearable systems","wearable systems",,
"w","wearable/pervasive computing","wearable/pervasive computing",,
"w","web","web",,
"w","web 2.0"," web2 *** web 2.0",,
"w","web 3.0"," web3 *** web 3.0",,
"w","web communities","web communities",,
"w","web engineering","web engineering",,
"w","web isomorphism","web isomorphism",,
"w","web of data","web of data *** web-of-data",,
"w","web of things","web of things *** web-of-things",,
"w","web recommendation","web recommendation",,
"w","web search","web search",,
"w","web service contracts","web service contracts",,
"w","web-services","web-services *** web services",,
"w","web user modeling","web user modeling",,
"w","web-technologies","web-technologies",,
"w","well-being","well-being *** wellbeing",,
"w","wet virtual environments","wet virtual environments",,
"w","what-if analysis","what-if analysis",,
"w","whispering gallery modes","whispering gallery modes",,
"w","why-learning","why-learning",,
"w","wide bandgap semiconductors","wide bandgap semiconductors",,
"w","wideband radio","wideband radio",,
"w","wifi","wifi *** wi-fi",,
"w","wikipedia","wikipedia",,
"w","wildlife science","wildlife science",,
"w","wind energy harvesting","wind energy harvesting",,
"w","wireless","wireless",,
"w","wireless adhoc networks","wireless adhoc networks",,
"w","wireless cellular networks","wireless cellular networks",,
"w","wireless communication systems","wireless communication systems",,
"w","wireless communication technologies","wireless communication technologies",,
"w","wireless communications","wireless communications",,
"w","wireless digital sensors","wireless digital sensors",,
"w","wireless iot","wireless iot",,
"w","wireless local area networking","wireless local area networking",,
"w","wireless networks","wireless networks",,
"w","wireless sensor and actuator networks","wireless sensor and actuator networks",,
"w","wireless sensor networks"," wireless sensor network *** wireless sensor networks",,
"w","wireless sensors","wireless sensors *** wireless sensor",,
"w","wisdom-aware computing","wisdom-aware computing",,
"w","word sense disambiguation","word sense disambiguation",,
"w","word senses","word senses",,
"w","workflow"," work-flow *** workflow",,
"w","working memory","working memory",,
"w","world knowledge organization","world knowledge organization",,
"w","wrm","wrm",,
"w","x-by-wire","x-by-wire",,
"w","x-by-wireless","x-by-wireless",,
"w","xml","xml",,
"w","yig","yig",,
"w","yttrium iron garnet","yttrium iron garnet",,
"w","zero-biased","zero-biased",,
"w","zero-point motion","zero-point motion",,
"w","zinc oxide","zinc oxide",,
"w","zno","zno",,
"w","agent based simulations","agent based simulations",,
"w","agent-based social simulation","agent-based social simulation",,
"w","bifurcation","bifurcation",,
"w","biocomplexity","biocomplexity",,
"w","biological systems","biological systems",,
"w","biology","biology *** Biology",,
"w","boolean networks","boolean network *** boolean networks",,
"w","chaos","chaos",,
"w","chemistry","chemistry",,
"w","co-evolution","co-evolution",,
"w","collaborative learning","collaborative learning",,
"w","complex social systems","complex social systems",,
"w","cultural evolution","cultural evolution",,
